province,city,river,basin,section,monitor_time,quality,water_temp,ph,ph_l,dissolvedoxygen,dissolvedoxygen_l,codmn,codmn_l,nh3-n,nh3-n_l,tp,tn,conductivity,turbidity,chlorophyll,algal_density,section_status
江西省,九江市,鄱阳湖,长江流域,都昌,2024-11-23 04:00:00,Ⅲ,16.14,7.19,-,9.17,-,1.937,-,0.079,-,0.05,2.119,306.08,115.28,0.01168,7669141,正常
广东省,云浮市,西江,珠江流域,都骑,2024-11-23 04:00:00,Ⅰ,24.1581,8,-,8.000097,-,0.739,-,0.025,-,0.0178,1.836,303.2193,4.380356,,,正常
江西省,上饶市,昌江,长江流域,鄱阳花园,2024-11-23 04:00:00,Ⅱ,19.09,6.81,-,6.984,-,2.869,-,0.035,-,0.0345,2.061,247.36,18.15,,,正常
贵州省,黔东南苗族侗族自治州,重安江,长江流域,重安江大桥,2024-11-23 04:00:00,Ⅱ,15.427,8.406,-,8.36,-,0.958,-,0.025,-,0.077,2.623,660.393,3.568,,,正常
宁夏回族自治区,吴忠市,黄河,黄河流域,金沙湾,2024-11-23 04:00:00,Ⅲ,9.575,8.32,-,9.9096,-,3.109,-,0.025,-,0.142,7.094,817.09,390.85,,,正常
上海市,奉贤区,金汇港,太湖流域,钱桥,2024-11-23 04:00:00,Ⅱ,16.68,7.66,-,7.29,-,2.16,-,0.0399,-,0.0811,2.139,485.65,83.09,,,正常
浙江省,湖州市,西苕溪,太湖流域,铁路桥,2024-11-23 04:00:00,Ⅱ,16.4,7.35,-,7.506,-,1.908,-,0.053,-,0.032,3.606,213.44,8.6,,,正常
江苏省,无锡市,太湖,太湖流域,锡东水厂,2024-11-23 04:00:00,Ⅲ,14.092,8.51,-,9.369,-,2.465,-,0.025,-,0.03,0.759,354.604,34.542,0.00907,4311610,正常
广东省,韶关市,浈江,珠江流域,长坝,2024-11-23 04:00:00,Ⅱ,21.074,7.09,-,6.866,-,1.488,-,0.042,-,0.042,1.303,126.152,7.013,,,正常
浙江省,嘉兴市,长山河,太湖流域,长山闸一号桥,2024-11-23 04:00:00,Ⅲ,17.2487,7.5071,-,5.6294,-,3.824,-,0.1056,-,0.1037,3.468,560.29,31.1565,,,正常
湖北省,宜昌市,香溪河,长江流域,长沙坝,2024-11-23 04:00:00,Ⅱ,21.431,7.692,-,7.243,-,1.165,-,0.025,-,0.068,1.732,379.948,1.747,,,正常
贵州省,遵义市,洪渡河,长江流域,长脚,2024-11-23 04:00:00,Ⅱ,16.808,7.906,-,6.659,-,0.824,-,0.025,-,0.012,1.952,330.621,0.404,,,正常
湖北省,恩施土家族苗族自治州,郁江,长江流域,长顺乡,2024-11-23 04:00:00,Ⅰ,16.836,7.998,-,9.327,-,1.032,-,0.025,-,0.018,1.691,251.793,5.2,,,正常
福建省,福州市,闽江,浙闽片河流,闽安,2024-11-23 04:00:00,Ⅲ,22.64,7.65,-,7.144,-,2.405,-,0.1307,-,0.1018,2.239,7777.31,137.04,,,正常
广东省,汕尾市,螺河,珠江流域,陆丰半湾水闸,2024-11-23 04:00:00,Ⅱ,21.456,7.11,-,8.284,-,0.999,-,0.027,-,0.037,1.471,71.763,27.326,,,正常
湖南省,常德市,沅江,长江流域,陈家河(四水厂),2024-11-23 04:00:00,Ⅱ,18.262,7.443,-,7.674,-,0.609,-,0.03,-,0.029,1.081,244.91,6.035,,,正常
广东省,揭阳市,龙江（粤东）,珠江流域,隆溪大道桥,2024-11-23 04:00:00,Ⅳ,23.467,6.91,-,3.755,-,2.304,-,0.272,-,0.05,1.097,2088.603,11.11,,,正常
广东省,汕头市,韩江东溪,珠江流域,隆都,2024-11-23 04:00:00,Ⅱ,22.627,7.01,-,8.066,-,0.86,-,0.025,-,0.039,1.67,123.395,7.118,,,正常
浙江省,嘉兴市,上海塘,太湖流域,青阳汇,2024-11-23 04:00:00,Ⅲ,16.27,7.639,-,5.72,-,3.334,-,0.1151,-,0.0927,3.311,486.33,47.3,,,正常
山东省,淄博市,沂河,淮河流域,韩旺大桥,2024-11-23 04:00:00,Ⅱ,10.178,8.058,-,11.196,-,2.375,-,0.0267,-,0.0256,23.24,972.744,17.66,,,正常
安徽省,池州市,长江,长江流域,香口(东至龙江水厂),2024-11-23 04:00:00,Ⅱ,18.101,7.67,-,8.064,-,0.574,-,0.025,-,0.022,1.43,361.688,4.198,,,正常
广东省,惠州市,西枝江,珠江流域,马安大桥下,2024-11-23 04:00:00,Ⅳ,23.272,6.46,-,4.699,-,1.25,-,0.344,-,0.068,1.817,81.575,34.994,,,正常
山东省,青岛市,大沽河,淮河流域,马连庄,2024-11-23 04:00:00,Ⅰ,8.011,7.673,-,11.738,-,1.109,-,0.0278,-,0.0102,28.843,1055.14,1.701,,,正常
辽宁省,锦州市,西细河,辽河流域,高台子,2024-11-23 04:00:00,劣Ⅴ,11.72,7.399,-,1.897,-,2.796,-,0.025,-,0.0656,14.833,1076.12,6.574,,,正常
辽宁省,沈阳市,,辽河流域,高坎大桥（东陵大桥）,2024-11-23 04:00:00,Ⅲ,10.1,7.627,-,10.6,-,2.662,-,0.482,-,0.1886,2.878,842.3,6,,,正常
江西省,宜春市,锦江,长江流域,高安市青州村,2024-11-23 04:00:00,Ⅱ,17.6,7.479,-,8.779,-,2.86,-,0.0673,-,0.0765,1.902,297.34,2.97,,,正常
广西壮族自治区,北海市,白沙河,珠江流域,高速公路桥,2024-11-23 04:00:00,Ⅲ,23.52,7.299,-,7.52,-,2.282,-,0.0482,-,0.1146,2.1067,153.31,12.57,,,正常
江苏省,常州市,长江,长江流域,魏村,2024-11-23 04:00:00,Ⅱ,18.369,7.76,-,8.484,-,1.527,-,0.025,-,0.064,2.321,361.036,25.578,,,正常
江西省,景德镇市,昌江,长江流域,鲇鱼山,2024-11-23 04:00:00,Ⅱ,18.6,6.841,-,6.72,-,1.552,-,0.1408,-,0.0732,1.993,206.09,5.69,,,正常
广东省,广州市,珠江广州段,珠江流域,鸦岗,2024-11-23 04:00:00,Ⅲ,22.711,7.34,-,5.948,-,2.838,-,0.033,-,0.122,4.304,516.195,60.484,,,正常
广东省,肇庆市,西江,珠江流域,黄岗,2024-11-23 04:00:00,Ⅱ,24.5802,7.94,-,7.480228,-,0.779,-,0.025,-,0.0245,2.02,294.8053,8.722882,,,正常
四川省,成都市,,长江流域,黄龙溪,2024-11-23 04:00:00,Ⅱ,17.007,7.72,-,8.763,-,1.516,-,0.025,-,0.05,3.25,527.658,5.088,,,正常
广西壮族自治区,河池市,龙岩滩水库,珠江流域,龙岩滩水库,2024-11-23 04:00:00,Ⅲ,23.8,7.9,-,5.74,-,0.583,-,0.025,-,0.009,2.538,355.091,1.798,0.000747,909996.5,正常
广东省,河源市,东江,珠江流域,龙川城铁路桥,2024-11-23 04:00:00,Ⅱ,21.224,7.24,-,6.438,-,1.243,-,0.051,-,0.045,1.682,102.477,17.742,,,正常
广西壮族自治区,桂林市,洛清江,珠江流域,龙溪,2024-11-23 04:00:00,Ⅰ,18.36,7.18,-,8.173,-,1.02,-,0.032,-,0.016,1.849,174.528,8.394,,,正常
广东省,揭阳市,榕江北河,珠江流域,龙石,2024-11-23 04:00:00,Ⅳ,23.991,6.81,-,4.207,-,2.876,-,0.845,-,0.146,3.805,257.019,15.515,,,正常
河南省,洛阳市,伊河,黄河流域,龙门大桥,2024-11-23 04:00:00,Ⅱ,13.013,8.1,-,10.344,-,1.937,-,0.151,-,0.0594,5.176,807.0913,36.597,,,正常
山东省,济宁市,洙水河,淮河流域,105公路桥,2024-11-23 08:00:00,Ⅲ,14.882,7.923,-,5.83,-,5.317,-,0.1768,-,0.1258,3.905,2677.51,71.353,,,正常
山东省,临沂市,武河,淮河流域,310公路桥,2024-11-23 08:00:00,Ⅱ,11.31,7.985,-,10.767,-,2.176,-,0.025,-,0.0217,18.252,1097.04,1.18,,,正常
江苏省,苏州市,望虞河,太湖流域,312国道桥,2024-11-23 08:00:00,Ⅱ,16.07,8.12,-,9.7,-,2.278,-,0.0384,-,0.024,0.551,348.56,27.27,,,正常
安徽省,六安市,竹根河,淮河流域,丁埠大桥,2024-11-23 08:00:00,Ⅱ,13.51797,7.50755,-,8.53403,-,2.26887,-,0.025,-,0.03508,0.3909,183.9276,2.63215,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2024-11-23 08:00:00,Ⅲ,4.25,7.734,-,7.629,-,5.05,-,0.81,-,0.146,2.381,1563.15,8.517,,,正常
江苏省,南京市,外秦淮河,长江流域,七桥瓮,2024-11-23 08:00:00,Ⅲ,16.37,7.349,-,5.392,-,3.629,-,0.4011,-,0.0978,7.08,442.11,46.5,,,正常
新疆维吾尔自治区,乌鲁木齐市,水磨河,西北诸河,七纺桥,2024-11-23 08:00:00,Ⅰ,10.94,8.28038,-,9.1681,-,1.45576,-,0.025,-,0.01089,11.10358,2016.481,1.57138,,,正常
河南省,郑州市,伊洛河,黄河流域,七里铺,2024-11-23 08:00:00,Ⅲ,13.3654,8.2633,-,9.4256,-,2.277,-,0.5747,-,0.0875,4.879,934.54,15.7513,,,正常
湖南省,益阳市,洞庭湖,长江流域,万子湖,2024-11-23 08:00:00,Ⅲ,16.08,7.958,-,9.477,-,1.397,-,0.025,-,0.035,1.204,214.47,52.1,0.00164,4337100,正常
湖南省,益阳市,资江,长江流域,万家嘴,2024-11-23 08:00:00,Ⅱ,20.07,7.452791,-,7.037509,-,1.05,-,0.025,-,0.05,1.5011,245.4579,11.21177,0.0018311,294586.4,正常
天津市,滨海新区,独流减河,海河流域,万家码头,2024-11-23 08:00:00,Ⅳ,13.33,8.56,-,7.65,-,9.51,-,0.168,-,0.087,1.511,4154.66,19.87,,,正常
贵州省,黔西南布依族苗族自治州,万峰湖,珠江流域,万峰湖(万峰湖湖心),2024-11-23 08:00:00,Ⅱ,22.9883,7.9498,-,7.1962,-,0.8422,-,0.025,-,0.005,3.855,427.5847,4.0201,0.0298,404293.2,正常
重庆市,酉阳土家族苗族自治县,乌江,长江流域,万木,2024-11-23 08:00:00,Ⅱ,19.24,7.961,-,6.035,-,0.76,-,0.025,-,0.033,3.657,460.554,10.595,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2024-11-23 08:00:00,Ⅱ,11.7,6.74022,-,9.0513,-,1.96669,-,0.025,-,0.02478,2.31487,131.783,3.02937,,,正常
安徽省,马鞍山市,长江,长江流域,三兴村,2024-11-23 08:00:00,Ⅱ,18.91,7.82081,-,8.81506,-,1.27815,-,0.025,-,0.04821,2.32744,334.912,21.0716,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2024-11-23 08:00:00,Ⅱ,8.35306,8.13406,-,11.61392,-,2.21618,-,0.09543,-,0.03935,8.0001,1101.702,5.76848,,,正常
江苏省,宿迁市,骆马湖,淮河流域,三场,2024-11-23 08:00:00,-3,,,-,,-,3.1759,-,0.046,-,0.0256,1.062,,,,,维护
四川省,宜宾市,金沙江,长江流域,三块石,2024-11-23 08:00:00,Ⅱ,21.05,7.9795,-,7.427,-,0.839,-,0.025,-,0.0241,0.68,416.31,4.7,,,正常
河北省,承德市,,海河流域,三块石,2024-11-23 08:00:00,Ⅰ,6.46,8.155198,-,9.433259,-,1.321,-,0.025,-,0.005,5.2251,1205.943,1.224379,,,正常
河北省,廊坊市,龙河,海河流域,三小营,2024-11-23 08:00:00,Ⅱ,8.46,7.941764,-,10.2364,-,3.491,-,0.0321,-,0.05451,5.7721,1052.866,3.516002,,,正常
天津市,河北区,海河,海河流域,三岔口,2024-11-23 08:00:00,Ⅱ,11.07,8.13972,-,9.6335,-,3.24987,-,0.15288,-,0.02896,1.39439,996.9619,16.39189,,,正常
四川省,德阳市,鸭子河,长江流域,三川,2024-11-23 08:00:00,Ⅲ,16,8.16,-,9.81,-,1.0859,-,0.025,-,0.1333,3.4667,734.9,26.61,,,正常
山西省,吕梁市,,黄河流域,三川河两河口桥,2024-11-23 08:00:00,Ⅲ,7.05,8.341659,-,10.5293,-,3.211,-,0.2631,-,0.1641,7.4971,1110.197,22.98968,,,正常
安徽省,合肥市,丰乐河,巢湖流域,三河镇大桥,2024-11-23 08:00:00,Ⅲ,16.1,6.9494,-,6.403,-,4.359,-,0.101,-,0.0834,2.1133,432.8342,29.2796,,,正常
安徽省,合肥市,杭埠河,巢湖流域,三河镇新大桥,2024-11-23 08:00:00,Ⅱ,15.66,7.241,-,8.0862,-,3.0859,-,0.0782,-,0.0591,1.9941,218.6875,26.4937,,,正常
广西壮族自治区,防城港市,防城江,珠江流域,三滩,2024-11-23 08:00:00,Ⅲ,21.87,7.299,-,7.19,-,1.76,-,0.646,-,0.0529,0.986,24180,13.92,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2024-11-23 08:00:00,Ⅱ,19.94,7.766,-,7.1,-,0.76,-,0.025,-,0.007,0.8055,106.81,1.626,,,正常
上海市,浦东新区,川杨河,太湖流域,三甲港,2024-11-23 08:00:00,Ⅱ,16.1,7.98,-,8.21,-,2.04,-,0.051,-,0.068,1.852,1149.1,52.3,,,正常
内蒙古自治区,巴彦淖尔市,黄河,黄河流域,三盛公,2024-11-23 08:00:00,Ⅱ,5.88,8.58414,-,10.81304,-,3.56027,-,0.025,-,0.08688,3.4078,1085.961,459.7845,,,正常
安徽省,合肥市,裕溪河,巢湖流域,三胜大队渡口,2024-11-23 08:00:00,-3,15.5,7.7318,-,8.593,-,2.323,-,0.0521,-,,0.5655,305.417,31.9007,,,维护
湖南省,长沙市,浏阳河,长江流域,三角洲,2024-11-23 08:00:00,Ⅲ,18.38,7.63,-,7.47,-,2.9834,-,0.213,-,0.1148,3.468,272.48,12.4,,,正常
四川省,雅安市,大渡河,长江流域,三谷庄,2024-11-23 08:00:00,Ⅰ,17.1404,7.89981,-,8.48098,-,0.42714,-,0.025,-,0.0087,0.56871,243.8593,1.48264,,,正常
黑龙江省,牡丹江市,莲花水库,松花江流域,三道,2024-11-23 08:00:00,Ⅳ,11.01,7.6302,-,9.216,-,4.126,-,0.025,-,0.0966,2.431,122.34,47.75,0.030151,37888,正常
四川省,成都市,青白江,长江流域,三邑大桥,2024-11-23 08:00:00,Ⅱ,15.23,8.3967,-,9.9357,-,1.1695,-,0.0477,-,0.0339,1.7074,283.7634,35.9171,,,正常
陕西省,西安市,,黄河流域,三郎村,2024-11-23 08:00:00,Ⅱ,11.79,7.654,-,9.802,-,3.9488,-,0.1665,-,0.0686,3.8238,367.872,68.567,,,正常
江西省,九江市,修河,长江流域,三都,2024-11-23 08:00:00,Ⅰ,18.85,7.11,-,8.497,-,1.349,-,0.0765,-,0.0185,1.071,168.97,25.59,,,正常
广西壮族自治区,南宁市,左江,珠江流域,上中,2024-11-23 08:00:00,Ⅰ,25.54,7.19701,-,7.84992,-,1.63353,-,0.025,-,0.01259,1.73239,324.7454,2.5645,,,正常
河北省,承德市,武烈河,海河流域,上二道河子,2024-11-23 08:00:00,Ⅱ,8.04,7.60267,-,9.557528,-,2.061,-,0.025,-,0.005,6.9361,523.485,3.428237,,,正常
山西省,运城市,亳清河,黄河流域,上亳城,2024-11-23 08:00:00,Ⅰ,11.03,7.9362,-,9.839,-,1.0332,-,0.025,-,0.0197,4.4755,789.383,7.423,,,正常
浙江省,金华市,浦阳江,浙闽片河流,上仙屋,2024-11-23 08:00:00,-3,15.73,7.803,-,8.932,-,,-,,-,0.0996,2.1118,926.685,9.084,,,维护
福建省,漳州市,西溪,浙闽片河流,上坂,2024-11-23 08:00:00,Ⅳ,22.09,6.771,-,4.118,-,2.14,-,0.1659,-,0.1553,5.2133,215.078,16.505,,,正常
山西省,临汾市,汾河,黄河流域,上平望,2024-11-23 08:00:00,Ⅱ,11.32,8.261,-,8.904,-,3.91,-,0.152,-,0.085,4.771,1456.37,66.33,,,正常
河南省,南阳市,淇河,长江流域,上河,2024-11-23 08:00:00,Ⅰ,10.15,7.47053,-,11.31267,-,2.04821,-,0.025,-,0.005,1.87087,187.2103,1.58631,,,正常
四川省,达州市,长江流域,长江流域,上河坝,2024-11-23 08:00:00,Ⅲ,14.92,7.71,-,8.88,-,4.077,-,0.0752,-,0.1146,1.909,584.2,24.93,,,正常
江西省,赣州市,上犹江,长江流域,上犹江江口,2024-11-23 08:00:00,Ⅱ,18.24,6.946,-,7.513,-,2.32,-,0.077,-,0.0325,0.819,203.137,5.229,,,正常
四川省,广元市,嘉陵江,长江流域,上石盘,2024-11-23 08:00:00,Ⅰ,15.08,7.9045,-,9.76328,-,1.3033,-,0.025,-,0.01522,0.05,363.9641,6.42555,,,正常
广西壮族自治区,崇左市,明江,珠江流域,上金,2024-11-23 08:00:00,Ⅰ,24.4,6.7621,-,8.2609,-,1.7216,-,0.025,-,0.0137,1.3222,116.8615,12.8639,,,正常
广东省,江门市,干流,珠江流域,下东,2024-11-23 08:00:00,Ⅱ,22.66,7.962,-,7.587,-,1.63,-,0.025,-,0.032,1.831,274.998,11.704,,,正常
山西省,大同市,,海河流域,下北泉村,2024-11-23 08:00:00,Ⅱ,5.87,8.158144,-,10.06093,-,1.121,-,0.1161,-,0.05081,6.4131,595.627,9.156572,,,正常
贵州省,铜仁市,,长江流域,下干溪,2024-11-23 08:00:00,Ⅱ,15.58,8.011,-,8.326,-,0.25,-,0.388,-,0.0191,3.232,410.28,5.92,,,正常
安徽省,宿州市,运料河,淮河流域,下楼公路桥,2024-11-23 08:00:00,Ⅱ,14.75,7.8044,-,7.956,-,3.502,-,0.0771,-,0.0569,2.3288,835.036,11.863,,,正常
河北省,石家庄市,滹沱河,海河流域,下槐镇,2024-11-23 08:00:00,Ⅱ,8.03,8.752,-,11.2386,-,1.5006,-,0.06221,-,0.05358,5.6622,634.543,58.5161,,,正常
辽宁省,辽阳市,下达河,辽河流域,下达河入汤河水库口,2024-11-23 08:00:00,Ⅰ,2.2016,7.9909,-,13.493,-,0.571,-,0.025,-,0.0072,5.05,455.135,3.716,,,正常
江苏省,徐州市,东邳苍分洪道,淮河流域,东偏泓,2024-11-23 08:00:00,Ⅱ,10.93,7.92,-,8.423,-,2.173,-,0.025,-,0.0282,23.918,909.8,18.34,,,正常
浙江省,金华市,东阳江,浙闽片河流,东关桥,2024-11-23 08:00:00,Ⅳ,17.16,7.545,-,6.674,-,8.14,-,0.025,-,0.0357,,677.311,7.363,,,维护
安徽省,合肥市,巢湖,巢湖流域,东半湖湖心,2024-11-23 08:00:00,Ⅲ,14.11,7.28,-,9.264,-,3.345,-,0.0576,-,0.0437,0.825,407.09,42.54,0.00013,1.104442E+07,正常
安徽省,宿州市,浍河,淮河流域,东坪集,2024-11-23 08:00:00,Ⅱ,15.70886,8.25637,-,7.60153,-,3.3838,-,0.14554,-,0.06189,3.5632,1632.229,23.0579,,,正常
辽宁省,铁岭市,柴河,辽河流域,东大桥,2024-11-23 08:00:00,Ⅱ,5.68,7.733,-,10.63,-,2.448,-,0.025,-,0.02,3.997,374.03,20.31,,,正常
云南省,昆明市,,滇池流域,东大河滇池入湖口,2024-11-23 08:00:00,Ⅲ,14.1,7.5905,-,5.6623,-,1.91,-,0.025,-,0.0191,4.38,484.996,5.1391,,,正常
江苏省,南通市,如泰运河,淮河流域,东安闸桥西,2024-11-23 08:00:00,Ⅱ,14.61,7.52,-,10.035,-,3.416,-,0.2966,-,0.0973,2.387,2267,37.89,,,正常
北京市,平谷区,泃河,海河流域,东店,2024-11-23 08:00:00,Ⅱ,10.41,7.919,-,11.359,-,2.871,-,0.2271,-,0.0421,7.2151,777.693,30.866,,,正常
安徽省,宣城市,,长江流域,东村桥,2024-11-23 08:00:00,-3,14.84052,7.87148,-,8.7102,-,1.79134,-,,-,0.03105,1.00747,456.9035,4.97365,,,维护
山西省,朔州市,桑干河,海河流域,东榆林水库出口,2024-11-23 08:00:00,Ⅱ,6.73,7.801415,-,7.453756,-,2.111,-,0.1361,-,0.03651,2.9991,825.263,19.85466,,,正常
安徽省,池州市,尧渡河,长江流域,东流,2024-11-23 08:00:00,Ⅱ,12.45,7.56106,-,7.88919,-,2.46639,-,0.11301,-,0.04121,2.71785,299.578,28.87161,,,正常
安徽省,六安市,汲河,淮河流域,东湖闸,2024-11-23 08:00:00,Ⅲ,18.24,7.44213,-,9.8035,-,2.82805,-,0.09924,-,0.15566,3.2938,176.8083,143.645,,,正常
湖北省,十堰市,犟河,长江流域,东湾桥,2024-11-23 08:00:00,Ⅱ,11.52,7.47,-,9.375,-,2.592,-,0.025,-,0.0741,4.321,524.0576,5.08,,,正常
广东省,汕尾市,黄江河,珠江流域,东溪水闸,2024-11-23 08:00:00,Ⅲ,22.63,6.684,-,6.502,-,4.65,-,0.4547,-,0.0398,1.038,1213.1,16.645,,,正常
安徽省,芜湖市,长江,长江流域,东西梁山,2024-11-23 08:00:00,Ⅱ,18.73,7.8856,-,8.5309,-,1.844,-,0.0989,-,0.0548,2.0023,351.0973,38.4022,,,正常
广西壮族自治区,北海市,武利江,珠江流域,东边埇,2024-11-23 08:00:00,Ⅲ,22.44,7.0798,-,7.3717,-,1.9123,-,0.0639,-,0.1203,1.729,81.5458,18.4995,,,正常
甘肃省,陇南市,白龙江,长江流域,两水桥,2024-11-23 08:00:00,Ⅰ,9.87,8.630969,-,9.570933,-,0.801,-,0.025,-,0.005,1.2831,397.449,66.38335,,,正常
四川省,泸州市,长江流域,长江流域,两汇水,2024-11-23 08:00:00,Ⅱ,14.66427,7.618278,-,9.99408,-,2.703,-,0.083,-,0.091,1.579,121.0952,74.84586,,,正常
四川省,资阳市,长江流域,长江流域,两河,2024-11-23 08:00:00,Ⅲ,17.37,7.67,-,6.96,-,4.152,-,0.104,-,0.075,1.694,499.4,17.41,,,正常
湖北省,宜昌市,,长江流域,两河口（草埠湖水厂）,2024-11-23 08:00:00,Ⅱ,14.3107,7.5393,-,9.2976,-,1.976,-,0.1573,-,0.0477,2.4554,568.1544,13.6721,,,正常
云南省,昆明市,盘龙江,滇池流域,严家村桥(盘龙江),2024-11-23 08:00:00,Ⅱ,16.93534,7.733638,-,7.985686,-,3.126263,-,0.1079193,-,0.07739539,5.245444,586.435,21.22369,,,正常
宁夏回族自治区,中卫市,黄河,黄河流域,中卫下河沿(新墩),2024-11-23 08:00:00,Ⅱ,9.1,8.61,-,9.5,-,2.25,-,0.025,-,0.06,4.995,709.8,306.2,,,正常
重庆市,铜梁区,琼江,长江流域,中和,2024-11-23 08:00:00,Ⅳ,19.05,7.576,-,4.293,-,4.016,-,0.025,-,0.0568,1.059,438.3,10.74,,,正常
海南省,儋州市,北门江,珠江流域,中和桥,2024-11-23 08:00:00,Ⅲ,24.4,6.74,-,6.58,-,4.59,-,0.508,-,0.091,2.541,2557.5,15.8,,,正常
广东省,中山市,横门水道,珠江流域,中山港码头,2024-11-23 08:00:00,Ⅱ,23.1,7.59,-,6.43,-,1.54,-,0.308,-,0.069,2.514,635.56,13.479,,,正常
河南省,开封市,贾鲁河,淮河流域,中牟陈桥,2024-11-23 08:00:00,Ⅲ,14.63,8.041,-,9.468,-,4.924,-,0.1429,-,0.0553,8.829,908.34,24.05,,,正常
云南省,红河哈尼族彝族自治州,南溪河,西南诸河,中越桥,2024-11-23 08:00:00,Ⅱ,22.23,8.0598,-,7.7697,-,0.4412,-,0.025,-,0.048,2.1667,291.4099,23.8485,,,正常
云南省,迪庆藏族自治州,澜沧江,西南诸河,中路村,2024-11-23 08:00:00,Ⅰ,11.35,8.34551,-,8.83218,-,0.93733,-,0.025,-,0.005,0.37471,517.2521,14.59705,,,正常
河北省,唐山市,还乡河,海河流域,丰北闸,2024-11-23 08:00:00,Ⅳ,7.63,7.45114,-,6.880172,-,4.891,-,0.1331,-,0.2191,1.6811,1458.226,7.822323,,,正常
江西省,宜春市,赣江,长江流域,丰城小港口,2024-11-23 08:00:00,Ⅱ,18.697,7.029,-,9.274,-,1.9739,-,0.025,-,0.0479,1.105,176.88,9.8268,,,正常
重庆市,大渡口区,长江,长江流域,丰收坝,2024-11-23 08:00:00,Ⅱ,18.69,7.9239,-,8.9056,-,0.735,-,0.025,-,0.062,1.621,394.34,9.435,,,正常
四川省,绵阳市,涪江,长江流域,丰谷,2024-11-23 08:00:00,Ⅱ,15.5,8.0756,-,9.331,-,0.6717,-,0.025,-,0.04454,1.39771,333.8349,6.09724,,,正常
江西省,抚州市,临水,长江流域,临水河口,2024-11-23 08:00:00,Ⅱ,16.74,6.8,-,8.284,-,2.378,-,0.1334,-,0.0826,1.228,115.55,15.65,,,正常
浙江省,丽水市,龙泉溪,浙闽片河流,临江,2024-11-23 08:00:00,Ⅱ,17.29381,7.159644,-,8.254159,-,1.261,-,0.216,-,0.045,0.684,64.23175,8.266861,,,正常
山东省,临沂市,沂河,淮河流域,临沂北大桥,2024-11-23 08:00:00,Ⅲ,11.34,8.843,-,9.994,-,5.912,-,0.0769,-,0.0543,2.266,544.85,9.991,,,正常
山东省,临沂市,新沭河,淮河流域,临沭大兴桥,2024-11-23 08:00:00,Ⅲ,13.914,8.321,-,9.725,-,5.042,-,0.248,-,0.157,3.721,1043.56,17.62,,,正常
江苏省,宿迁市,,淮河流域,临淮乡,2024-11-23 08:00:00,Ⅳ,12.0895,8.3061,-,10.4987,-,4.6078,-,0.0504,-,0.0646,1.2068,528.052,63.9489,0.00396,3742821,正常
重庆市,合川区,小安溪,长江流域,临渡,2024-11-23 08:00:00,Ⅱ,19.85,7.66,-,6.696,-,2.047,-,0.0254,-,0.0399,1.98,358.8,7.154,,,正常
河南省,漯河市,颍河,淮河流域,临颍吴刘闸,2024-11-23 08:00:00,Ⅱ,13.46,8.2,-,9.252,-,3.256,-,0.08,-,0.0282,3.6,1023,26.34,,,正常
河南省,漯河市,清潩河,淮河流域,临颍高村桥,2024-11-23 08:00:00,Ⅲ,14.14,8.3,-,8.64,-,2.682,-,0.453,-,0.158,5.979,940.39,7.32,,,正常
陕西省,商洛市,丹江,长江流域,丹凤下,2024-11-23 08:00:00,Ⅱ,11.78,8.0311,-,10.0744,-,3.4703,-,0.0281,-,0.0516,3.2453,447.0392,119.8239,,,正常
湖北省,十堰市,,长江流域,丹江口水库坝上中,2024-11-23 08:00:00,Ⅱ,17.28,7.374002,-,6.851701,-,1.68,-,0.111,-,0.019,0.8235,258.765,6.215276,0.0505332,8398000,正常
浙江省,金华市,北江,浙闽片河流,义东桥,2024-11-23 08:00:00,Ⅲ,17,7.838,-,6.517,-,0.305,-,0.335,-,0.123,4.256,416.126,18.885,,,正常
新疆维吾尔自治区,阿勒泰地区,乌伦古湖,西北诸河,乌伦古湖码头,2024-11-23 08:00:00,Ⅲ,7.52,7.53768,-,9.87298,-,5.06652,-,0.08205,-,0.01152,0.53031,,11.24842,0.00987,1029241,维护
贵州省,铜仁市,乌江,长江流域,乌杨树,2024-11-23 08:00:00,Ⅲ,20.19,7.3113,-,5.7451,-,0.935,-,0.057,-,0.0331,2.9511,472.4,3.2991,,,正常
江西省,吉安市,乌江,长江流域,乌江江口,2024-11-23 08:00:00,Ⅱ,18.2,7.508,-,6.901,-,2.62,-,0.1251,-,0.0684,1.3125,172.287,15.5,,,正常
湖北省,荆州市,四湖总干渠,长江流域,乌溪沟,2024-11-23 08:00:00,Ⅰ,13.62743,8.306514,-,10.19681,-,1.240638,-,0.025,-,0.00884,2.444272,368.0992,2.761685,,,正常
安徽省,滁州市,清流河,长江流域,乌衣下,2024-11-23 08:00:00,Ⅲ,16.26,7.4811,-,6.3369,-,4.372,-,0.3582,-,0.1236,5.986,1150.267,34.7562,,,正常
江苏省,苏州市,,太湖流域,乌龟山南,2024-11-23 08:00:00,Ⅱ,13.74,8.127,-,9.987,-,2.009,-,0.025,-,0.0249,0.988,343.214,37.911,0.00525,2815250,正常
